StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,RP1a,RP1a_9_TEXT,RP1b_1,RP1b_2,RP1b_3,RP1b_4,RP1b_5,RP1b_6,RP1b_7,RP1b_8,RP1c,RP1d,RP1e,Q2a,Q2a_7_TEXT,Q2b,Q2c_1,Q2c_2,Q2c_3,Q2c_4,Q2c_5,Q2c_6,Q2d,Q2e,Q3a,Q3b,Q3c,Q3c_11_TEXT,Q3d,Q3d_11_TEXT,Q3e,Q3e_9_TEXT,Q4a,Q4b,Q4c,Q4d,Q4e,Q5a,Q5b,Q5c,Q5d,Q5e
2025-04-18 02:34:41,2025-04-18 02:36:56,IP Address,155.33.133.10,100,135,True,2025-04-18 02:36:57,R_6pmOmaCxyaBVfTr,,,,,42.3253,-71.0951,anonymous,EN,Male,Yes,24,At least once a month,Between 10 and 30 minutes,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Card games,,1,2,3,4,5,6,7,8,Difficult to talk to others in the taproom,Good music playing,Games available,To socialize with friends/family,,Somewhat important – I like a balance of new and familiar elements,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,"Maybe, if the event aligns with my interests",quality,"Yes, I haven’t attended yet but I’m interested.",,"Atmosphere and venue ambiance,Quality of live music performances,Variety of performers,High quality of drinks,High quality of food",,,,,,Very Important,Sometimes,Likely,"Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Maybe,Yes,A little,Slightly interested,Neutral,feedback
2025-04-18 07:51:56,2025-04-18 07:52:26,IP Address,73.167.207.45,100,29,True,2025-04-18 07:52:26,R_51aAcRnIF73WeWv,,,,,42.2904,-71.0712,anonymous,EN,Female,Yes,25,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-18 08:30:55,2025-04-18 08:41:51,IP Address,125.228.74.234,100,655,True,2025-04-18 08:41:51,R_9OK9YTXWpDS5jtg,,,,,24.9889,121.3176,anonymous,EN,Male,Yes,52,At least once a year,More than 30 minutes away,Slightly Disagree,Slightly Agree,Strongly Agree,Strongly Agree,"Loyalty program (e.g., personalized rewards, discounts, etc.),Easy to network with other professionals",,5,3,6,1,2,4,7,8,"Not having someone to go with,Poor customer service,No food","Being introduced by someone else,Joining a game,Group activities to do with others present","Friendliness of staff,Happy hour specials",To socialize with friends/family,,Important – I prefer a familiar experience,Somewhat unlikely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Extremely likely,"Maybe, if the event aligns with my interests","Discount ",Yes; I have attended before,Excellent,"Quality of live music performances,Special promotions or discounts during the event",,,,,,Not at all important,Rarely,Unlikely,"Sweets (e.g., candies, cookies, chocolate)",Yes,No,A moderate amount,Moderately interested,,"Rating for drinking alcohol "
2025-04-18 11:20:10,2025-04-18 11:20:29,IP Address,71.192.242.154,100,18,True,2025-04-18 11:20:30,R_6ReSLEcSJi8VbDX,,,,,42.3399,-71.1245,anonymous,EN,Male,Yes,28,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-18 11:24:21,2025-04-18 11:30:45,IP Address,73.100.2.25,100,383,True,2025-04-18 11:30:45,R_3wzy5qxxFBUamRN,,,,,42.3399,-71.1245,anonymous,EN,Female,Yes,22,At least once a month,Between 10 and 30 minutes,Slightly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,"Friendly staff,Easy to socialize with other customers,Loyalty program (e.g., personalized rewards, discounts, etc.),Easy to network with other professionals",,1,2,3,4,5,6,8,7,"Not having someone to go with,Poor customer service","Joining a game,Playing competitive trivia",Games available,To enjoy a familiar and consistent experience,,Somewhat important – I like a balance of new and familiar elements,Extremely likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,"Maybe, if the event aligns with my interests","Good Vibes ","Yes, I haven’t attended yet but I’m interested.",,"Quality of live music performances,High quality of drinks,Convenience of location",,,,,,Very Important,Sometimes,Neutral,"Warm-prepared Snacks (e.g., popcorn, soft pretzels),Sweets (e.g., candies, cookies, chocolate)",Maybe,Yes,A little,Slightly interested,Neutral,"Vegan menu assistance "
2025-04-18 11:42:10,2025-04-18 11:52:14,IP Address,24.61.127.94,100,604,True,2025-04-18 11:52:15,R_12EQfCnRcMzVbwl,,,,,42.2904,-71.0712,anonymous,EN,Male,Yes,25,At least once a year,More than 30 minutes away,Slightly Agree,Slightly Agree,Neither agree nor disagree,Slightly Agree,"Pool table,Darts,Friendly staff,Easy to socialize with other customers",,3,6,2,7,1,5,4,8,Poor customer service,"Being introduced by someone else,Good music playing,Joining a game,Friendliness of staff","Friendliness of staff,Games available,Easy to socialize with others,Variety of food options,Happy hour specials",To meet new people,,Somewhat important – I like a balance of new and familiar elements,Somewhat likely,Extremely likely,Neither likely nor unlikely,Extremely likely,Somewhat likely,Somewhat likely,"Maybe, if the event aligns with my interests",Quality experience,"Yes, I haven’t attended yet but I’m interested.",,"Atmosphere and venue ambiance,Quality of live music performances,High quality of drinks,High quality of food,Social experience and opportunity to meet new people,Convenience of location,Convenience of timing",,,,,,Very Important,Most of the time,Neutral,"Sweets (e.g., candies, cookies, chocolate),Cold Bites (e.g., cheese, cured meats)",Maybe,No,A lot,Moderately interested,,check for menu
2025-04-18 11:58:14,2025-04-18 12:00:50,IP Address,24.60.121.157,100,155,True,2025-04-18 12:00:51,R_5TUlJTrlJhRiWkZ,,,,,42.2904,-71.0712,anonymous,EN,Male,Yes,23,At least once a month,Between 10 and 30 minutes,Slightly Agree,Slightly Agree,Neither agree nor disagree,Strongly Agree,"Pool table,Darts,Easy to socialize with other customers",,2,4,1,3,8,6,5,7,No rewards program,Playing competitive trivia,Live music,To relax and unwind,,Somewhat important – I like a balance of new and familiar elements,Extremely likely,Somewhat likely,Somewhat likely,Neither likely nor unlikely,Extremely likely,Neither likely nor unlikely,"Maybe, if the event aligns with my interests",Live Music,Yes; I have attended before,Excellent,"Atmosphere and venue ambiance,Variety of performers,High quality of food,Convenience of location",,,,,,Very Important,Most of the time,Neutral,"Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Yes,No,A moderate amount,Moderately interested,,Menu assistant
2025-04-18 12:50:43,2025-04-18 12:52:42,IP Address,66.30.246.103,100,118,True,2025-04-18 12:52:42,R_7Seuq8s3eyivl8g,,,,,42.2904,-71.0712,anonymous,EN,Male,Yes,27,At least once a week,Between 10 and 30 minutes,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Friendly staff,,3,1,2,4,5,6,7,8,Poor customer service,Being introduced by someone else,Easy to socialize with others,To relax and unwind,,Somewhat important – I like a balance of new and familiar elements,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,"Maybe, if the event aligns with my interests",discounts,"Yes, I haven’t attended yet but I’m interested.",,Social experience and opportunity to meet new people,,,,,,Slightly important,Sometimes,Unlikely,"Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Maybe,Yes,A lot,Very interested,Somewhat dissatisfied,...
2025-04-18 13:47:29,2025-04-18 13:58:29,IP Address,73.253.140.233,100,660,True,2025-04-18 13:58:29,R_5eIxw4zca1fThk4,,,,,42.364,-71.0265,anonymous,EN,Female,Yes,23,At least once a year,Less than 10 minutes away,Slightly Disagree,Slightly Disagree,Strongly Agree,Strongly Agree,"Card games,Friendly staff,Easy to socialize with other customers",,1,2,3,4,5,6,8,7,Not having someone to go with,Being introduced by someone else,"Friendliness of staff,Games available,Easy to socialize with others,Live music,Happy hour specials",To socialize with friends/family,,Somewhat important – I like a balance of new and familiar elements,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Extremely likely,"No, I attend for other reasons",having friends there,"Yes, I haven’t attended yet but I’m interested.",,"Atmosphere and venue ambiance,Quality of live music performances,Variety of performers,High quality of drinks,Social experience and opportunity to meet new people,Special promotions or discounts during the event,Convenience of location,Convenience of timing,Being a fan of the band or specific artists performing",,,,,,Moderately Important,Most of the time,Likely,"Pre-packaged Snacks (e.g., chips, nuts),Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Yes,No,A little,Very interested,,chat
2025-04-18 14:52:01,2025-04-18 14:55:04,IP Address,76.19.169.104,100,183,True,2025-04-18 14:55:04,R_6IcEfj8k91FZGpj,,,,,42.3364,-71.0326,anonymous,EN,Male,Yes,26,At least once a month,Less than 10 minutes away,Strongly Disagree,Strongly Disagree,Slightly Disagree,Strongly Disagree,"Pool table,Karaoke available,Friendly staff,Easy to socialize with other customers",,2,1,3,4,5,6,7,8,No food,Playing competitive trivia,Games available,To try new and unique craft beers,,Important – I prefer a familiar experience,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,"Maybe, if the event aligns with my interests","Good Pizza
","Yes, I haven’t attended yet but I’m interested.",,Atmosphere and venue ambiance,,,,,,Extremely Important,Everytime,Very Likely,"Pre-packaged Snacks (e.g., chips, nuts),Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Yes,Yes,Not at all,Not interested,Somewhat satisfied,Ai should be able to solve real world problems like availability of tables.
2025-04-18 15:06:11,2025-04-18 15:09:55,IP Address,76.127.241.204,100,224,True,2025-04-18 15:09:56,R_3r1wPKlXB3P6jU0,,,,,42.2904,-71.0712,anonymous,EN,Male,Yes,24,At least once a week,Less than 10 minutes away,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,"Pool table,Karaoke available,Darts,Friendly staff,Easy to socialize with other customers",,2,3,1,6,5,4,7,8,"Not having someone to go with,Poor customer service,No music,No food","Being introduced by someone else,Good music playing,Joining a game,Playing competitive trivia,Friendliness of staff,Group activities to do with others present","Friendliness of staff,Games available,Easy to socialize with others,Variety of food options,Outdoor seating,Live music,Happy hour specials,Large TV screens for sports games",To socialize with friends/family,,Important – I prefer a familiar experience,Extremely likely,Somewhat likely,Neither likely nor unlikely,Somewhat likely,Extremely likely,Neither likely nor unlikely,"Maybe, if the event aligns with my interests",have special offers on different days for different types of alcohol,Yes; I have attended before,Good,"Atmosphere and venue ambiance,Quality of live music performances,Variety of performers,High quality of drinks,High quality of food,Social experience and opportunity to meet new people,Convenience of location,Convenience of timing",,,,,,Very Important,Everytime,Very Likely,"Warm-prepared Snacks (e.g., popcorn, soft pretzels),Cold Bites (e.g., cheese, cured meats)",Yes,Yes,A moderate amount,Moderately interested,Neutral,"how crowded it is "
2025-04-18 15:48:48,2025-04-18 15:56:04,IP Address,73.167.141.225,100,435,True,2025-04-18 15:56:05,R_1uJzRMvnKZu7q8N,,,,,42.2904,-71.0712,anonymous,EN,Male,Yes,25,At least once a week,Less than 10 minutes away,Slightly Agree,Slightly Agree,Strongly Agree,Strongly Agree,"Pool table,Friendly staff,Easy to socialize with other customers,Easy to network with other professionals",,1,2,3,5,6,4,7,8,"Not having someone to go with,Poor customer service,No music","Being introduced by someone else,Good music playing,Friendliness of staff,Group activities to do with others present","Games available,Variety of food options,Live music,Happy hour specials,Large TV screens for sports games",To try new and unique craft beers,,Important – I prefer a familiar experience,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat likely,Somewhat likely,Somewhat likely,"Yes, I value community-focused experiences","I would personally go with taste of alcohol and food ",Yes; I have attended before,Good,"Atmosphere and venue ambiance,Quality of live music performances,Variety of performers,High quality of drinks,High quality of food,Convenience of location",,,,,,Very Important,Everytime,Likely,"Pre-packaged Snacks (e.g., chips, nuts),Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Yes,No,Not at all,Moderately interested,,Beer selection based on your taste
2025-04-18 15:42:15,2025-04-18 16:29:43,IP Address,155.33.133.2,100,2848,True,2025-04-18 16:29:44,R_3D8K73FMNQZ6GLk,,,,,42.3253,-71.0951,anonymous,EN,Female,Yes,25,At least once a week,Between 10 and 30 minutes,Slightly Agree,Slightly Agree,Strongly Disagree,Neither agree nor disagree,"Pool table,Card games,Karaoke available,Darts,Friendly staff,Easy to socialize with other customers,Loyalty program (e.g., personalized rewards, discounts, etc.),Easy to network with other professionals",,6,1,2,5,7,3,4,8,Poor customer service,"Being introduced by someone else,Good music playing,Joining a game,Playing competitive trivia,Friendliness of staff,Group activities to do with others present","Friendliness of staff,Games available,Easy to socialize with others,Variety of food options,Outdoor seating,Live music,Happy hour specials,Large TV screens for sports games",To meet new people,,Somewhat important – I like a balance of new and familiar elements,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,"Maybe, if the event aligns with my interests","Experiment with themes ","Yes, I haven’t attended yet but I’m interested.",,"Atmosphere and venue ambiance,Quality of live music performances,Variety of performers,High quality of drinks,High quality of food,Social experience and opportunity to meet new people,Special promotions or discounts during the event,Convenience of location,Convenience of timing,Being a fan of the band or specific artists performing",,,,,,Moderately Important,Most of the time,Neutral,"Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Maybe,Yes,A lot,Very interested,Somewhat satisfied,NA
2025-04-18 16:57:18,2025-04-18 17:02:48,IP Address,76.28.29.149,100,330,True,2025-04-18 17:02:49,R_6NCV5gamsIp3QJy,,,,,42.2904,-71.0712,anonymous,EN,Male,Yes,25,At least once a month,Less than 10 minutes away,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Pool table,Card games,Darts,Friendly staff,Loyalty program (e.g., personalized rewards, discounts, etc.),Easy to network with other professionals",,8,1,2,4,3,7,5,6,"Not having someone to go with,Poor customer service,No music","Good music playing,Joining a game,Playing competitive trivia","Friendliness of staff,Games available,Easy to socialize with others,Live music,Happy hour specials",To relax and unwind,,Important – I prefer a familiar experience,Extremely likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,"Yes, I value community-focused experiences",Good environment,"Yes, I haven’t attended yet but I’m interested.",,"Atmosphere and venue ambiance,Quality of live music performances,Variety of performers,High quality of drinks,High quality of food",,,,,,Extremely Important,Everytime,Very Likely,"Pre-packaged Snacks (e.g., chips, nuts),Warm-prepared Snacks (e.g., popcorn, soft pretzels),Sweets (e.g., candies, cookies, chocolate)",Yes,Yes,A moderate amount,Moderately interested,Neutral,Good recommendations
2025-04-18 17:44:37,2025-04-18 17:51:05,IP Address,72.85.197.230,100,387,True,2025-04-18 17:51:05,R_50f9CAwryDfaQBb,,,,,42.364,-71.0265,anonymous,EN,Male,Yes,25,At least once a year,Less than 10 minutes away,Slightly Agree,Neither agree nor disagree,Strongly Disagree,Strongly Agree,"Easy to socialize with other customers,Easy to network with other professionals",,2,3,5,6,4,8,1,7,"Not having someone to go with,Difficult to talk to others in the taproom,Poor customer service,No music",Being introduced by someone else,"Friendliness of staff,Easy to socialize with others,Live music,Happy hour specials","To attend special events (e.g., festivals, themed nights)",,Somewhat important – I like a balance of new and familiar elements,Somewhat likely,Somewhat likely,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat likely,Neither likely nor unlikely,"Yes, I value community-focused experiences",good drinks,"No, I’m not interested.",,,,,,"Lack of interest,The cover charge is too expensive,Poor past experiences with similar events",,Slightly important,Sometimes,Unlikely,"Pre-packaged Snacks (e.g., chips, nuts)",Yes,No,A little,Very interested,,good drinks
2025-04-18 17:51:06,2025-04-18 17:56:52,IP Address,73.4.111.68,100,346,True,2025-04-18 17:56:53,R_5wi4DC8ZKCR72zU,,,,,42.3364,-71.0326,anonymous,EN,Male,Yes,25,At least once a month,Between 10 and 30 minutes,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,"Karaoke available,Friendly staff,Easy to socialize with other customers,Loyalty program (e.g., personalized rewards, discounts, etc.)",,4,1,2,5,6,3,7,8,Not having someone to go with,"Good music playing,Friendliness of staff","Friendliness of staff,Games available,Variety of food options,Live music",To try new and unique craft beers,,Important – I prefer a familiar experience,Neither likely nor unlikely,Somewhat unlikely,Somewhat unlikely,Somewhat likely,Somewhat likely,Somewhat likely,"No, I attend for other reasons","low price
","Yes, I haven’t attended yet but I’m interested.",,"Atmosphere and venue ambiance,Variety of performers,High quality of food,Convenience of location",,,,,,Very Important,Sometimes,Likely,"Warm-prepared Snacks (e.g., popcorn, soft pretzels),Cold Bites (e.g., cheese, cured meats)",Maybe,No,A moderate amount,Moderately interested,,recommadation
2025-04-18 17:58:22,2025-04-18 18:04:14,IP Address,73.89.91.214,100,352,True,2025-04-18 18:04:14,R_774hqqPq1TQM0ki,,,,,42.3474,-71.1582,anonymous,EN,Male,Yes,25,At least once a year,Less than 10 minutes away,Slightly Disagree,Slightly Agree,Neither agree nor disagree,Slightly Agree,"Pool table,Friendly staff,Easy to socialize with other customers,Loyalty program (e.g., personalized rewards, discounts, etc.)",,5,1,2,7,4,3,6,8,"Not having someone to go with,Poor customer service,No music,No food","Being introduced by someone else,Good music playing,Joining a game,Playing competitive trivia,Group activities to do with others present","Games available,Easy to socialize with others,Variety of food options,Happy hour specials,Large TV screens for sports games",To socialize with friends/family,,Somewhat important – I like a balance of new and familiar elements,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,"Yes, I value community-focused experiences",Signature event hosting,"Yes, I haven’t attended yet but I’m interested.",,"Atmosphere and venue ambiance,Quality of live music performances,Special promotions or discounts during the event,Convenience of location,Being a fan of the band or specific artists performing",,,,,,Moderately Important,Most of the time,Likely,"Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Yes,No,A little,Not interested,,Ability to plan out activities/drinks/events to participate during the time there
2025-04-18 18:29:01,2025-04-18 18:31:46,IP Address,173.48.185.176,100,165,True,2025-04-18 18:31:47,R_10uZdv4BYVyV2nr,,,,,42.4597,-71.0638,anonymous,EN,Male,Yes,24,At least once a year,More than 30 minutes away,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,"Pool table,Card games",,3,1,6,2,7,8,4,5,"Not having someone to go with,Difficult to talk to others in the taproom,Poor customer service","Joining a game,Playing competitive trivia","Games available,Easy to socialize with others",To relax and unwind,,Important – I prefer a familiar experience,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,"Yes, I value community-focused experiences",good price,Yes; I have attended before,Good,"High quality of drinks,High quality of food",,,,,,Moderately Important,Most of the time,Very Likely,"Pre-packaged Snacks (e.g., chips, nuts)",Yes,Yes,A little,Moderately interested,Very dissatisfied,no tips
2025-04-18 19:16:48,2025-04-18 19:17:09,IP Address,71.192.241.255,100,21,True,2025-04-18 19:17:10,R_3rhXb5U6Mhd1pXU,,,,,42.3399,-71.1245,anonymous,EN,Female,Yes,26,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-18 19:36:17,2025-04-18 19:36:37,IP Address,76.118.25.18,100,19,True,2025-04-18 19:36:37,R_5WZRnb4txcVAVM8,,,,,42.3162,-71.1198,anonymous,EN,Male,Yes,28,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-11 20:40:03,2025-04-11 20:40:29,IP Address,24.60.199.239,16,25,False,2025-04-18 20:40:33,R_3tgrgXRLCRryabU,,,,,42.3399,-71.1245,anonymous,EN,Female,Yes,25,At least once a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-18 20:32:21,2025-04-18 20:41:32,IP Address,76.118.27.196,100,551,True,2025-04-18 20:41:33,R_5tEUB0xYfyv3ULK,,,,,42.3162,-71.1198,anonymous,EN,Female,Yes,24,At least once a year,Between 10 and 30 minutes,Slightly Agree,Neither agree nor disagree,Strongly Disagree,Slightly Agree,"Card games,Karaoke available,Darts,Easy to socialize with other customers,Loyalty program (e.g., personalized rewards, discounts, etc.),Easy to network with other professionals",,8,4,6,5,1,2,3,7,"Not having someone to go with,Difficult to talk to others in the taproom,No music,No food","Good music playing,Joining a game,Friendliness of staff,Group activities to do with others present","Friendliness of staff,Games available,Easy to socialize with others,Variety of food options,Outdoor seating,Live music","To attend special events (e.g., festivals, themed nights)",,Somewhat important – I like a balance of new and familiar elements,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,"Maybe, if the event aligns with my interests",Play nice music,Yes; I have attended before,Good,"Atmosphere and venue ambiance,Quality of live music performances,Variety of performers,High quality of food,Social experience and opportunity to meet new people",,,,,,Very Important,Most of the time,Likely,"Warm-prepared Snacks (e.g., popcorn, soft pretzels),Sweets (e.g., candies, cookies, chocolate)",Maybe,No,A moderate amount,Very interested,,"Good recommendations with reviews, suggestions with good locations"
2025-04-18 21:05:24,2025-04-18 21:05:46,IP Address,76.19.170.204,100,21,True,2025-04-18 21:05:46,R_1wypxhioR0Qc7if,,,,,42.3364,-71.0326,anonymous,EN,Male,Yes,23,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-11 21:35:38,2025-04-11 21:36:04,IP Address,223.139.87.2,9,25,False,2025-04-18 21:36:06,R_3ZTudXmXD8LdSkD,,,,,22.6148,120.3139,anonymous,EN,Female,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-18 21:24:37,2025-04-18 21:46:06,IP Address,155.33.135.26,100,1289,True,2025-04-18 21:46:06,R_7qsUzAXTKpgMtcc,,,,,42.3253,-71.0951,anonymous,EN,Male,Yes,28,At least once a month,Between 10 and 30 minutes,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,"Pool table,Card games,Karaoke available,Darts,Friendly staff,Easy to socialize with other customers,Loyalty program (e.g., personalized rewards, discounts, etc.),Easy to network with other professionals",,5,1,6,4,2,7,3,8,"Difficult to talk to others in the taproom,Poor customer service,No music,No food","Being introduced by someone else,Good music playing,Joining a game,Playing competitive trivia,Friendliness of staff,Group activities to do with others present","Friendliness of staff,Games available,Easy to socialize with others,Variety of food options,Outdoor seating,Live music,Happy hour specials,Large TV screens for sports games",To relax and unwind,,Important – I prefer a familiar experience,Somewhat likely,Extremely likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,"Yes, I value community-focused experiences","Good food, good vibes",Yes; I have attended before,Excellent,"Atmosphere and venue ambiance,Quality of live music performances,Variety of performers,High quality of drinks,High quality of food,Social experience and opportunity to meet new people,Special promotions or discounts during the event,Convenience of location,Convenience of timing,Being a fan of the band or specific artists performing",,,,,,Extremely Important,Everytime,Very Likely,"Pre-packaged Snacks (e.g., chips, nuts),Warm-prepared Snacks (e.g., popcorn, soft pretzels),Sweets (e.g., candies, cookies, chocolate),Cold Bites (e.g., cheese, cured meats)",Yes,Yes,A great deal,Extremely interested,Somewhat satisfied,Good Food
2025-04-18 21:50:41,2025-04-18 22:01:16,IP Address,24.60.196.192,100,634,True,2025-04-18 22:01:16,R_7400QOFAWuXj6ih,,,,,42.3399,-71.1245,anonymous,EN,Male,Yes,25,At least once a year,More than 30 minutes away,Neither agree nor disagree,Slightly Disagree,Strongly Disagree,Neither agree nor disagree,"Pool table,Card games,Friendly staff,Loyalty program (e.g., personalized rewards, discounts, etc.)",,3,4,2,7,6,5,1,8,"Poor customer service,No music,No food","Being introduced by someone else,Good music playing,Joining a game","Friendliness of staff,Games available,Variety of food options,Outdoor seating,Live music,Happy hour specials",To try new and unique craft beers,,Important – I prefer a familiar experience,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat likely,"Maybe, if the event aligns with my interests",A descent environment,"Yes, I haven’t attended yet but I’m interested.",,"Atmosphere and venue ambiance,Quality of live music performances,High quality of drinks",,,,,,Slightly important,Sometimes,Unlikely,"Pre-packaged Snacks (e.g., chips, nuts)",Maybe,No,A little,Moderately interested,,Recommendations to custom craft beers
2025-04-18 21:45:24,2025-04-18 22:10:06,IP Address,209.6.108.186,100,1481,True,2025-04-18 22:10:07,R_5wXdOm8N9QsIXRL,,,,,42.2904,-71.0712,anonymous,EN,Female,Yes,31,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-18 22:06:33,2025-04-18 22:10:43,IP Address,76.127.211.38,100,250,True,2025-04-18 22:10:43,R_6iLmm3mbYjAqBfz,,,,,42.2904,-71.0712,anonymous,EN,Male,Yes,25,At least once a year,Less than 10 minutes away,Slightly Disagree,Slightly Agree,Strongly Disagree,Slightly Disagree,"Friendly staff,Easy to socialize with other customers",,1,3,2,5,4,6,7,8,Not having someone to go with,"Good music playing,Friendliness of staff","Friendliness of staff,Variety of food options,Live music,Large TV screens for sports games",To socialize with friends/family,,Somewhat important – I like a balance of new and familiar elements,Somewhat likely,Somewhat likely,Somewhat likely,Neither likely nor unlikely,Somewhat unlikely,Somewhat likely,"Yes, I value community-focused experiences",Promote characteristic products,"No, I’m not interested.",,,,,,"Lack of interest,The cover charge is too expensive,Poor past experiences with similar events",,Extremely Important,Everytime,Very Likely,"Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Yes,No,Not at all,Not interested,,Wine recommendation
2025-04-18 22:10:22,2025-04-18 22:10:44,IP Address,209.6.108.186,100,21,True,2025-04-18 22:10:44,R_1clR7saijo3K5Nv,,,,,42.2904,-71.0712,anonymous,EN,Female,Yes,31,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-18 22:23:59,2025-04-18 22:24:12,IP Address,209.6.108.186,100,12,True,2025-04-18 22:24:12,R_57V8cW07BkSehIM,,,,,42.2904,-71.0712,anonymous,EN,Female,Yes,31,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-18 22:27:54,2025-04-18 22:28:09,IP Address,73.114.150.176,100,14,True,2025-04-18 22:28:09,R_5R8lKEwXjNgIObX,,,,,42.364,-71.0265,anonymous,EN,Male,Yes,25,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-18 22:58:30,2025-04-18 22:58:50,IP Address,76.127.211.38,100,20,True,2025-04-18 22:58:51,R_64Iz9l71RcalBM1,,,,,42.2904,-71.0712,anonymous,EN,Male,Yes,24,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-18 23:01:14,2025-04-18 23:01:40,IP Address,209.6.107.29,100,25,True,2025-04-18 23:01:40,R_7pT01Ij7mX7Tsnr,,,,,42.2904,-71.0712,anonymous,EN,Male,Yes,25,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
